"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Letter","Canopy_Type","Big_trees_ArealCover","Small_trees_ArealCover","Understory_Veg_Cover","Woody_shrubs_saplings_ArealCover","Tall_herb_grass_forb_ArealCover","Woody_shrubs_saplings_GroundCover","Herb_Grass_Forb_GroundCover","Standing_water_ArealCover","Barren_AreaCcover","Riparian_Cover_Notes","Validation_Notes"
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","N","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","K","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","E","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","absent","sparse (<10%)","heavy (40-75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","M","coniferous","very heavy (>75%)","absent","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","B","coniferous","sparse (<10%)","absent","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","G",,"absent","absent","coniferous","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","D","coniferous","moderate (10-40%)","sparse (<10%)",,"absent","absent","sparse (<10%)","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2016-07-25,"No","I","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","D","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","absent","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","G","coniferous","absent","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","F","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","K","coniferous","moderate (10-40%)","heavy (40-75%)","coniferous","heavy (40-75%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","E","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","N","coniferous","moderate (10-40%)","heavy (40-75%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","absent","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","O","coniferous","moderate (10-40%)","heavy (40-75%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","absent","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","H","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","absent","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","B","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","absent","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","M","coniferous","sparse (<10%)","heavy (40-75%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","absent","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","L","coniferous","absent","moderate (10-40%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","absent","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","C","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","A","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","J","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent",,,,"heavy (40-75%)",,"snow covered (40%)"
"LAVO","Lassen Volcanic National Park","11211",2019-07-18,"No","I","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent",,,,,,"snow covered"
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","F",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","G",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","H",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","O",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","J",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","B",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","M",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","E",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","C",,"absent","absent",,"absent","absent","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","N",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","K",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","A",,"absent","absent",,"absent","absent","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","L",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","I",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2016-08-17,"No","D",,"absent","absent",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","D",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","O","coniferous","absent","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","absent","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","I",,"absent","absent",,"absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","A","coniferous","sparse (<10%)","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","B","coniferous","moderate (10-40%)","absent",,"absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","H","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","G",,"absent","absent",,"absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","E",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","M","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","J","coniferous","moderate (10-40%)","absent",,"absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","C","coniferous","sparse (<10%)","absent","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","N","coniferous","sparse (<10%)","absent","coniferous","sparse (<10%)","absent","sparse (<10%)","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","L",,"absent","absent","coniferous","sparse (<10%)","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","K","coniferous","heavy (40-75%)","heavy (40-75%)","coniferous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11265",2019-08-12,"No","F",,"absent","absent",,"absent","absent","absent","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","B","coniferous","absent","sparse (<10%)","deciduous","heavy (40-75%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","L","coniferous","sparse (<10%)","sparse (<10%)","deciduous","heavy (40-75%)","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","K","coniferous","sparse (<10%)","sparse (<10%)","deciduous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","E","coniferous","sparse (<10%)","sparse (<10%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","J","coniferous","sparse (<10%)","sparse (<10%)","deciduous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","G","coniferous","absent","sparse (<10%)","deciduous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","A","coniferous","absent","sparse (<10%)","deciduous","heavy (40-75%)","absent","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","M","coniferous","sparse (<10%)","sparse (<10%)","deciduous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","I","coniferous","sparse (<10%)","sparse (<10%)","mixed","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","O","N/A",,,"deciduous","heavy (40-75%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)","No data in type Canopy, big_trees, and small_trees because the crew ""cannot see canopy- understory dense""",
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","H","coniferous","sparse (<10%)","sparse (<10%)","deciduous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","D","coniferous","absent","sparse (<10%)","mixed","heavy (40-75%)","absent","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","C","coniferous","absent","sparse (<10%)","deciduous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","N","N/A",,,"deciduous","heavy (40-75%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)","No data in type Canopy, big_trees, and small_trees because the crew ""cannot see canopy- understory dense""",
"LAVO","Lassen Volcanic National Park","11271",2013-07-23,"No","F","coniferous","absent","sparse (<10%)","deciduous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","E",,"absent","absent","deciduous","very heavy (>75%)","heavy (40-75%)","moderate (10-40%)","heavy (40-75%)","heavy (40-75%)","absent",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","G","coniferous","heavy (40-75%)","sparse (<10%)","deciduous","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","D","coniferous","absent","sparse (<10%)","mixed","very heavy (>75%)","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","B",,"absent","absent","deciduous","very heavy (>75%)","very heavy (>75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","N","coniferous","absent","sparse (<10%)","mixed","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","J","coniferous","sparse (<10%)","moderate (10-40%)","mixed","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","L","coniferous","sparse (<10%)","absent","mixed","very heavy (>75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","H","coniferous","very heavy (>75%)","sparse (<10%)","mixed","moderate (10-40%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","M","coniferous","sparse (<10%)","sparse (<10%)","mixed","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","A","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","heavy (40-75%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","I","coniferous","absent","heavy (40-75%)","mixed","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","K","coniferous","moderate (10-40%)","heavy (40-75%)","mixed","moderate (10-40%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","F","coniferous","absent","absent","deciduous","very heavy (>75%)","very heavy (>75%)","absent","heavy (40-75%)","heavy (40-75%)","absent",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","O","coniferous","absent","sparse (<10%)","mixed","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2016-07-27,"No","C","coniferous","absent","heavy (40-75%)","mixed","very heavy (>75%)","very heavy (>75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","E","coniferous","sparse (<10%)","moderate (10-40%)","deciduous","very heavy (>75%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","absent","absent",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","D",,"absent","absent","deciduous","heavy (40-75%)","moderate (10-40%)","sparse (<10%)","very heavy (>75%)","absent","absent",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","I","coniferous","absent","sparse (<10%)","mixed","very heavy (>75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","J","coniferous","moderate (10-40%)","moderate (10-40%)","deciduous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","F","coniferous","absent","sparse (<10%)","mixed","very heavy (>75%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","L","coniferous","sparse (<10%)","heavy (40-75%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","heavy (40-75%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","O","coniferous","moderate (10-40%)","sparse (<10%)","mixed","moderate (10-40%)","absent","sparse (<10%)","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","M","coniferous","sparse (<10%)","sparse (<10%)","mixed","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","G",,"absent","absent","deciduous","very heavy (>75%)","moderate (10-40%)","sparse (<10%)","very heavy (>75%)","absent","absent",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","K","coniferous","absent","moderate (10-40%)","deciduous","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","N","coniferous","absent","sparse (<10%)","mixed","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","C","coniferous","heavy (40-75%)","moderate (10-40%)","mixed","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","B","coniferous","moderate (10-40%)","sparse (<10%)","mixed","moderate (10-40%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","H",,"absent","absent","deciduous","very heavy (>75%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11271",2019-07-21,"No","A","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","D","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","L","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","C","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","J","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","A","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","M","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","E","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","O","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","G","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","H","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","B","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","I","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","K","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2013-08-02,"No","F","coniferous","absent","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","J",,"absent","absent",,"absent","sparse (<10%)","absent","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","G",,"absent","absent",,"absent","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","H",,"absent","absent",,"absent","moderate (10-40%)","absent","very heavy (>75%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","E",,"absent","absent",,"absent","sparse (<10%)","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","I",,"absent","absent",,"absent","moderate (10-40%)","absent","very heavy (>75%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","L",,"absent","absent","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","N","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","A","coniferous","moderate (10-40%)","sparse (<10%)",,"absent","sparse (<10%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","D",,"absent","absent","coniferous","sparse (<10%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","C","coniferous","moderate (10-40%)","sparse (<10%)",,"absent","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","F",,"absent","absent",,"absent","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","M","coniferous","moderate (10-40%)","absent",,"absent","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","B","coniferous","absent","sparse (<10%)",,"absent","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","O","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2016-08-09,"No","K","coniferous","heavy (40-75%)","absent",,"absent","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","M","coniferous","moderate (10-40%)","moderate (10-40%)",,"absent","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","C","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","absent","heavy (40-75%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","K","coniferous","sparse (<10%)","absent","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","B","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","D",,"absent","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","L","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","J","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","heavy (40-75%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","11325",2019-08-01,"No","G",,"absent","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
